Gesture,Landmark,X,Y,Z
1,20,0.6908859610557556,0.7660163640975952,-0.04676908999681473
1,0,0.6590275764465332,0.8946461081504822,-2.977654958158382e-07
1,1,0.6142551898956299,0.8542440533638,-0.018811337649822235
1,2,0.582952082157135,0.7904056906700134,-0.03436585143208504
1,3,0.5889124870300293,0.7321519255638123,-0.052033208310604095
1,4,0.6178430914878845,0.6985824704170227,-0.06950125098228455
1,5,0.6185171604156494,0.6750990152359009,-0.01996495947241783
1,6,0.6068853139877319,0.5865565538406372,-0.04341595992445946
1,7,0.6022641062736511,0.5303491353988647,-0.05829817056655884
1,8,0.5982012748718262,0.4844341278076172,-0.0686720758676529
1,9,0.6572105884552002,0.6762641668319702,-0.02511434629559517
1,10,0.6274256110191345,0.6726242303848267,-0.06739814579486847
1,11,0.6140735149383545,0.7394084334373474,-0.07841850072145462
1,12,0.6087524890899658,0.7928016781806946,-0.0749853104352951
1,13,0.6900611519813538,0.6928629875183105,-0.03263070061802864
1,14,0.6533706784248352,0.7109729647636414,-0.07084182649850845
1,15,0.6387864947319031,0.7758328914642334,-0.064780093729496
1,16,0.6331760287284851,0.8228195309638977,-0.04942702129483223
1,17,0.7177355289459229,0.7220508456230164,-0.04221978783607483
1,18,0.6829540729522705,0.735124945640564,-0.06433224678039551
1,19,0.6699170470237732,0.7804176807403564,-0.05706291273236275
1,20,0.668655514717102,0.8138124346733093,-0.04410210996866226
1,0,0.6556646227836609,0.8870052099227905,-2.9778712473671476e-07
1,1,0.6126495599746704,0.8486036658287048,-0.01830194517970085
1,2,0.5818960070610046,0.7857410311698914,-0.03383820503950119
1,3,0.5865283012390137,0.7297328114509583,-0.05153151601552963
1,4,0.6154429316520691,0.698162853717804,-0.0691230371594429
1,5,0.6151008009910583,0.6711382865905762,-0.02072160132229328
1,6,0.6042253971099854,0.5823665857315063,-0.04483155906200409
1,7,0.5997804403305054,0.5266146063804626,-0.06016966328024864
1,8,0.596434473991394,0.4805813431739807,-0.07089021801948547
1,9,0.6541366577148438,0.6731431484222412,-0.02610308676958084
1,10,0.6250824332237244,0.6678579449653625,-0.06821003556251526
1,11,0.6129190921783447,0.7343486547470093,-0.07849279791116714
1,12,0.609531044960022,0.7861344218254089,-0.07481332868337631
1,13,0.6875751614570618,0.6899926066398621,-0.03385200724005699
1,14,0.651333749294281,0.7053326368331909,-0.07174567133188248
1,15,0.6382619738578796,0.7696187496185303,-0.06466711312532425
1,16,0.6347313523292542,0.815135657787323,-0.04887712374329567
1,17,0.7167018055915833,0.7189362645149231,-0.04365333914756775
1,18,0.681883692741394,0.7279934883117676,-0.06561011075973511
1,19,0.6679748296737671,0.7735264301300049,-0.057648416608572006
1,20,0.6665245294570923,0.8068361878395081,-0.04440268129110336
1,0,0.655042827129364,0.8868370652198792,-2.9555903324762767e-07
1,1,0.6120117902755737,0.8479494452476501,-0.01818435825407505
1,2,0.5814046859741211,0.7844058275222778,-0.03353439271450043
1,3,0.5856760144233704,0.7277907729148865,-0.05113862082362175
1,4,0.6150742769241333,0.6975579857826233,-0.06877066940069199
1,5,0.6151629090309143,0.6705848574638367,-0.01963753066956997
1,6,0.6029459834098816,0.5820586085319519,-0.04343231022357941
1,7,0.5977759957313538,0.5261548161506653,-0.05868921056389809
1,8,0.5936784744262695,0.4801791310310364,-0.06939820945262909
1,9,0.6538515090942383,0.6731598973274231,-0.025122417137026787
1,10,0.6236194968223572,0.6657603979110718,-0.0673922523856163
1,11,0.6108774542808533,0.7324768900871277,-0.07793860137462616
1,12,0.6070770621299744,0.7850742936134338,-0.07433152943849564
1,13,0.6870714426040649,0.6901693940162659,-0.03301732614636421
1,14,0.6502909064292908,0.7034193873405457,-0.0716102123260498
1,15,0.6374131441116333,0.7687039375305176,-0.06492392718791962
1,16,0.6337324976921082,0.8155181407928467,-0.04914771392941475
1,17,0.7158179879188538,0.7191902995109558,-0.04286731034517288
1,18,0.6807229518890381,0.7263470888137817,-0.06533854454755783
1,19,0.667746901512146,0.7723182439804077,-0.05750152841210365
1,20,0.6670368909835815,0.8061460852622986,-0.04427651688456535
1,0,0.6551353931427002,0.8876274824142456,-2.8338314450593316e-07
1,1,0.6118729114532471,0.8478670120239258,-0.017711538821458817
1,2,0.5810257792472839,0.7841527462005615,-0.03278479352593422
1,3,0.5854096412658691,0.7270860075950623,-0.05016624554991722
1,4,0.6151369214057922,0.6977890729904175,-0.06747845560312271
1,5,0.614328145980835,0.6714038252830505,-0.01906733401119709
1,6,0.6029977798461914,0.581830620765686,-0.04252752661705017
1,7,0.5986347198486328,0.5259355306625366,-0.05745896324515343
1,8,0.5950977802276611,0.47954061627388,-0.06801962107419968
1,9,0.6528651714324951,0.6740816831588745,-0.02464730106294155
1,10,0.6240561008453369,0.6642765402793884,-0.06629794836044312
1,11,0.6120691895484924,0.7304726243019104,-0.07651011645793915
1,12,0.608321487903595,0.7823802828788757,-0.07276441156864166
1,13,0.6861532330513,0.6907135248184204,-0.03258519619703293
1,14,0.6500951051712036,0.7035297155380249,-0.07025669515132904
1,15,0.6373564600944519,0.7685766816139221,-0.06329011172056198
1,16,0.6336681246757507,0.8148064017295837,-0.0475258007645607
1,17,0.7150484323501587,0.7195454835891724,-0.042522020637989044
1,18,0.6804312467575073,0.7269836664199829,-0.06427223235368729
1,19,0.6677185893058777,0.772677481174469,-0.05638320744037628
1,20,0.6672977209091187,0.8059587478637695,-0.04327993467450142
1,0,0.6555074453353882,0.8886138796806335,-2.8843368227171595e-07
1,1,0.6116443872451782,0.8495619297027588,-0.01819816417992115
1,2,0.5804750323295593,0.7849658727645874,-0.033393923193216324
1,3,0.5854562520980835,0.7276589870452881,-0.05088375136256218
1,4,0.6161021590232849,0.6982245445251465,-0.06823646277189255
1,5,0.6134306192398071,0.6707973480224609,-0.018745221197605133
1,6,0.6022477746009827,0.5808236002922058,-0.042194169014692307
1,7,0.597589373588562,0.5249624252319336,-0.05695762112736702
1,8,0.5940191149711609,0.47905486822128296,-0.06735172122716904
1,9,0.6524636745452881,0.6739403605461121,-0.024218617007136345
1,10,0.6236894726753235,0.664989709854126,-0.0668620616197586
1,11,0.6112159490585327,0.7327577471733093,-0.07738526910543442
1,12,0.6077509522438049,0.7859920859336853,-0.07348644733428955
1,13,0.6859309673309326,0.6907209157943726,-0.03216109052300453
1,14,0.6502541899681091,0.7024043798446655,-0.0712556391954422
1,15,0.6368507146835327,0.7689485549926758,-0.06471951305866241
1,16,0.6332293748855591,0.8163183927536011,-0.048757147043943405
1,17,0.7147785425186157,0.7193992733955383,-0.042040400207042694
1,18,0.6801224946975708,0.725928008556366,-0.06511924415826797
1,19,0.666816771030426,0.7728813290596008,-0.05766625702381134
1,20,0.6661466360092163,0.8070734739303589,-0.04452861100435257
1,0,0.6591061949729919,0.8873633146286011,-2.8099049131924403e-07
1,1,0.6167417764663696,0.8509172201156616,-0.019158033654093742
1,2,0.5854189395904541,0.7862033843994141,-0.034879349172115326
1,3,0.5916461944580078,0.7267119884490967,-0.05251437425613403
1,4,0.6240851283073425,0.6989601254463196,-0.06997418403625488
1,5,0.6195873022079468,0.6736091375350952,-0.020620396360754967
1,6,0.6079289317131042,0.5837897062301636,-0.044408295303583145
1,7,0.6034175753593445,0.5283994674682617,-0.05913359299302101
1,8,0.600381076335907,0.4824334979057312,-0.06971897929906845
1,9,0.6583610773086548,0.675881564617157,-0.025623008608818054
1,10,0.6284382343292236,0.6658750772476196,-0.06808190047740936
1,11,0.6172006130218506,0.7336902022361755,-0.07782178372144699
1,12,0.6148358583450317,0.7850157618522644,-0.07353859394788742
1,13,0.6915555000305176,0.6925730109214783,-0.033151958137750626
1,14,0.6542975306510925,0.7054882645606995,-0.07228794693946838
1,15,0.6422455906867981,0.7732123732566833,-0.06515742838382721
1,16,0.639954686164856,0.8188260793685913,-0.04898159205913544
1,17,0.7203936576843262,0.721390962600708,-0.04272819310426712
1,18,0.6838992238044739,0.7315635085105896,-0.0662633404135704
1,19,0.6725119352340698,0.778897225856781,-0.0592593215405941
1,20,0.6741241812705994,0.8102712035179138,-0.04657961055636406
1,0,0.6648470759391785,0.8846010565757751,-2.816585720211151e-07
1,1,0.6226891279220581,0.8472463488578796,-0.019152570515871048
1,2,0.5907308459281921,0.7827861309051514,-0.0345831960439682
1,3,0.596917450428009,0.7224582433700562,-0.05187026783823967
1,4,0.6297572255134583,0.6938943266868591,-0.06890062987804413
1,5,0.624536395072937,0.6724764704704285,-0.020000915974378586
1,6,0.6131645441055298,0.5827091932296753,-0.04306470602750778
1,7,0.6093854904174805,0.526764988899231,-0.057555392384529114
1,8,0.6068407893180847,0.48057854175567627,-0.06806712597608566
1,9,0.6626231074333191,0.6742846369743347,-0.024451401084661484
1,10,0.6356372237205505,0.6655621528625488,-0.06613708287477493
1,11,0.6251443028450012,0.7325695157051086,-0.07595960050821304
1,12,0.6222699880599976,0.7852423191070557,-0.07198549807071686
1,13,0.695155918598175,0.6902825832366943,-0.03139946237206459
1,14,0.662180483341217,0.7006996273994446,-0.06919648498296738
1,15,0.6489625573158264,0.7656921744346619,-0.06240906938910484
1,16,0.6446219086647034,0.8124399185180664,-0.04683753848075867
1,17,0.7230281829833984,0.7189042568206787,-0.04046640172600746
1,18,0.690032958984375,0.7279186248779297,-0.06339073926210403
1,19,0.6774487495422363,0.773368239402771,-0.05701904743909836
1,20,0.6768488883972168,0.8063810467720032,-0.044933173805475235
1,0,0.6644996404647827,0.8843588829040527,-2.840222350641852e-07
1,1,0.6220709681510925,0.8455949425697327,-0.01895087957382202
1,2,0.5903242826461792,0.7803093194961548,-0.034289319068193436
1,3,0.5968408584594727,0.7200930714607239,-0.05167181044816971
1,4,0.6301556825637817,0.6910746693611145,-0.06898679584264755
1,5,0.6241095066070557,0.669867992401123,-0.018974335864186287
1,6,0.6117945909500122,0.5819166898727417,-0.041659701615571976
1,7,0.6072588562965393,0.5264567136764526,-0.05617489293217659
1,8,0.6039719581604004,0.48064124584198,-0.06669886410236359
1,9,0.6624581813812256,0.6711890697479248,-0.023651672527194023
1,10,0.6351691484451294,0.6634408235549927,-0.06504985690116882
1,11,0.6233446002006531,0.7283438444137573,-0.07575313001871109
1,12,0.6188280582427979,0.7803430557250977,-0.0724681094288826
1,13,0.6952345967292786,0.6869478225708008,-0.030778175219893456
1,14,0.6619274020195007,0.6987537741661072,-0.06899449974298477
1,15,0.6477689743041992,0.7643528580665588,-0.06344477832317352
1,16,0.6419751644134521,0.812121570110321,-0.04850195720791817
1,17,0.7231709957122803,0.7153905630111694,-0.039897214621305466
1,18,0.6898543834686279,0.7246106266975403,-0.06303388625383377
1,19,0.6767038702964783,0.7706525325775146,-0.05699509382247925
1,20,0.6749436855316162,0.8048132658004761,-0.04505741596221924
1,0,0.6633045673370361,0.8822897672653198,-2.897880904129124e-07
1,1,0.6213222146034241,0.8432926535606384,-0.0187576524913311
1,2,0.5902180075645447,0.7782139778137207,-0.03421445190906525
1,3,0.5974142551422119,0.7194204330444336,-0.05165401101112366
1,4,0.6309155821800232,0.691277265548706,-0.06906621903181076
1,5,0.624359130859375,0.6694638133049011,-0.020299654453992844
1,6,0.6118616461753845,0.5803142786026001,-0.04362237825989723
1,7,0.607835054397583,0.5236077904701233,-0.05859554186463356
1,8,0.6054237484931946,0.47746938467025757,-0.06939522922039032
1,9,0.6628950834274292,0.6719809770584106,-0.0252344012260437
1,10,0.6368288993835449,0.665361225605011,-0.06785851716995239
1,11,0.6251237392425537,0.7325456738471985,-0.07864617556333542
1,12,0.6208282113075256,0.7861348390579224,-0.07523443549871445
1,13,0.6960864067077637,0.6888144612312317,-0.03254738077521324
1,14,0.6646106243133545,0.6988014578819275,-0.07118885219097137
1,15,0.6499338746070862,0.764271080493927,-0.06485546380281448
1,16,0.6436101794242859,0.8122439384460449,-0.0494198277592659
1,17,0.7248040437698364,0.7181206941604614,-0.04185498505830765
1,18,0.6926844120025635,0.7252518534660339,-0.06522771716117859
1,19,0.6785321235656738,0.7709909677505493,-0.058629389852285385
1,20,0.6758609414100647,0.805073618888855,-0.04629893973469734
1,0,0.6651290655136108,0.8829284906387329,-2.955140985250182e-07
1,1,0.6219977736473083,0.8428425192832947,-0.01816907525062561
1,2,0.59123694896698,0.7781395316123962,-0.03319937363266945
1,3,0.5985538959503174,0.7195324301719666,-0.05042773112654686
1,4,0.6311636567115784,0.6913717985153198,-0.0676804706454277
1,5,0.6260932683944702,0.6704474687576294,-0.018786057829856873
1,6,0.6133139133453369,0.5824344754219055,-0.04178521782159805
1,7,0.6083599328994751,0.5271909832954407,-0.056685082614421844
1,8,0.604641318321228,0.4815828800201416,-0.0674692764878273
1,9,0.6641223430633545,0.6728665232658386,-0.024021821096539497
1,10,0.6357803344726562,0.6640787124633789,-0.0656408742070198
1,11,0.6230948567390442,0.7289088368415833,-0.07639031112194061
1,12,0.6184781789779663,0.7805455327033997,-0.07330618798732758
1,13,0.6966953873634338,0.6891012787818909,-0.03166418895125389
1,14,0.6625219583511353,0.6976659893989563,-0.06981542706489563
1,15,0.648606538772583,0.7623785138130188,-0.06375233083963394
1,16,0.6432540416717529,0.8097294569015503,-0.04865121841430664
1,17,0.7246426939964294,0.7175322771072388,-0.04126758873462677
1,18,0.6903995871543884,0.7240567803382874,-0.06437314301729202
1,19,0.6767363548278809,0.7692429423332214,-0.057777512818574905
1,20,0.6746220588684082,0.803309977054596,-0.04553461819887161
1,0,0.6164776086807251,0.7876348495483398,-2.212657221889458e-07
1,1,0.5835239887237549,0.7429285049438477,-0.021529333665966988
1,2,0.5618542432785034,0.6851137280464172,-0.04209664463996887
1,3,0.5685632228851318,0.6471123695373535,-0.06448164582252502
1,4,0.5984897017478943,0.633945107460022,-0.0863632783293724
1,5,0.6338661909103394,0.5708914995193481,-0.036287713795900345
1,6,0.6632344126701355,0.47606489062309265,-0.06642298400402069
1,7,0.6866329908370972,0.42232954502105713,-0.08491402119398117
1,8,0.7075966596603394,0.38065874576568604,-0.09775575995445251
1,9,0.6766331195831299,0.5958240628242493,-0.04142562299966812
1,10,0.6367541551589966,0.5930684208869934,-0.08714941143989563
1,11,0.6051015257835388,0.6512086391448975,-0.09595353156328201
1,12,0.5937036275863647,0.6927037835121155,-0.09258338809013367
1,13,0.7038638591766357,0.6360920071601868,-0.048993565142154694
1,14,0.6512049436569214,0.6507167816162109,-0.08543672412633896
1,15,0.6214691400527954,0.6965696811676025,-0.0749364122748375
1,16,0.6093871593475342,0.7254957556724548,-0.05919099226593971
1,17,0.7224519848823547,0.6831090450286865,-0.05958716198801994
1,18,0.6780152916908264,0.6957006454467773,-0.08072786033153534
1,19,0.6498814821243286,0.7207580804824829,-0.0724465548992157
1,20,0.6363816857337952,0.7354258894920349,-0.059559646993875504
1,0,0.6122987270355225,0.7766086459159851,-1.7070571800559264e-07
1,1,0.5793333649635315,0.7361648082733154,-0.024346299469470978
1,2,0.5552535653114319,0.6777865886688232,-0.04597843810915947
1,3,0.5622352957725525,0.6349732875823975,-0.0684492439031601
1,4,0.5956618785858154,0.6225243806838989,-0.09023866802453995
1,5,0.6237072348594666,0.5612525939941406,-0.0383736789226532
1,6,0.6524882316589355,0.4675750136375427,-0.069078728556633
1,7,0.6752374768257141,0.41412830352783203,-0.08758214116096497
1,8,0.695539653301239,0.371146023273468,-0.10053346306085587
1,9,0.6661701798439026,0.5845522880554199,-0.04188331961631775
1,10,0.6321709752082825,0.5737407803535461,-0.08743062615394592
1,11,0.6018469929695129,0.6302917003631592,-0.09633725136518478
1,12,0.5900994539260864,0.6689068078994751,-0.09272518754005432
1,13,0.6941066384315491,0.6221938729286194,-0.04792197048664093
1,14,0.643195390701294,0.6362935304641724,-0.08464433252811432
1,15,0.6146095395088196,0.6827447414398193,-0.07432892173528671
1,16,0.6039817333221436,0.7089042067527771,-0.0582248754799366
1,17,0.7134415507316589,0.6666060090065002,-0.05708378553390503
1,18,0.6684731841087341,0.6762704253196716,-0.07819869369268417
1,19,0.642912745475769,0.7051606774330139,-0.06967103481292725
1,20,0.6328151226043701,0.7211360335350037,-0.056517358869314194
1,0,0.6135784983634949,0.7784959077835083,-1.7233730886800913e-07
1,1,0.580478310585022,0.7375191450119019,-0.02376841939985752
1,2,0.5562562346458435,0.6786163449287415,-0.0446004793047905
1,3,0.5624192953109741,0.6354635953903198,-0.06639199703931808
1,4,0.5946003198623657,0.6223391890525818,-0.0874590277671814
1,5,0.6228832006454468,0.5605323910713196,-0.03615473955869675
1,6,0.6521464586257935,0.46922093629837036,-0.06576671451330185
1,7,0.6751736998558044,0.41607487201690674,-0.08348777145147324
1,8,0.6950759291648865,0.37368595600128174,-0.09586773812770844
1,9,0.6651516556739807,0.5834583640098572,-0.03965425863862038
1,10,0.6327279210090637,0.5725328326225281,-0.08476296067237854
1,11,0.6020047068595886,0.6283081769943237,-0.09379442036151886
1,12,0.588319718837738,0.6681317090988159,-0.09010820835828781
1,13,0.6934666037559509,0.62065190076828,-0.0456664077937603
1,14,0.6436539888381958,0.6363008618354797,-0.08168983459472656
1,15,0.6142125725746155,0.6813425421714783,-0.07186608016490936
1,16,0.6014478206634521,0.7076232433319092,-0.05608947202563286
1,17,0.7129309773445129,0.6645398736000061,-0.05476471036672592
1,18,0.6688911318778992,0.6756937503814697,-0.07478099316358566
1,19,0.6433390378952026,0.703767716884613,-0.0663352832198143
1,20,0.63229900598526,0.7197720408439636,-0.053428661078214645
1,0,0.611312747001648,0.7771009802818298,-1.4212443488759163e-07
1,1,0.5782079100608826,0.7369879484176636,-0.022681554779410362
1,2,0.5550231337547302,0.6773837208747864,-0.04306532070040703
1,3,0.5641132593154907,0.6374868750572205,-0.06499461084604263
1,4,0.5973566174507141,0.6244348883628845,-0.08642834424972534
1,5,0.6258524656295776,0.560408890247345,-0.03491979464888573
1,6,0.6579198837280273,0.4692917466163635,-0.06525027751922607
1,7,0.6832631826400757,0.4167137145996094,-0.08447795361280441
1,8,0.705065906047821,0.37485501170158386,-0.09777708351612091
1,9,0.666567862033844,0.5851682424545288,-0.03925659880042076
1,10,0.6362609267234802,0.5742294192314148,-0.08497276902198792
1,11,0.6048595905303955,0.625318169593811,-0.09626910835504532
1,12,0.5908586978912354,0.661045253276825,-0.09405958652496338
1,13,0.6938255429267883,0.6232828497886658,-0.04591982066631317
1,14,0.6455370187759399,0.6377679705619812,-0.08256370574235916
1,15,0.6157582998275757,0.6831328868865967,-0.07412683963775635
1,16,0.6034345626831055,0.709403395652771,-0.05895579978823662
1,17,0.7130975723266602,0.6677632331848145,-0.055544886738061905
1,18,0.6707080006599426,0.6792939901351929,-0.07662851363420486
1,19,0.6444634795188904,0.7071551084518433,-0.06879905611276627
1,20,0.6335631608963013,0.722357451915741,-0.05582347884774208
1,0,0.6093698740005493,0.7799995541572571,-1.6639010880226124e-07
1,1,0.5766956806182861,0.7378683686256409,-0.02225331962108612
1,2,0.5546783208847046,0.6788392066955566,-0.042281463742256165
1,3,0.5643154382705688,0.6375949382781982,-0.06381842494010925
1,4,0.5965450406074524,0.6220864653587341,-0.0845128670334816
1,5,0.6255552172660828,0.5612484216690063,-0.03378850221633911
1,6,0.6568760275840759,0.47067826986312866,-0.06370418518781662
1,7,0.6822285652160645,0.4188985824584961,-0.0827096551656723
1,8,0.7038856744766235,0.37772202491760254,-0.09585724025964737
1,9,0.6653980016708374,0.5863308310508728,-0.03828562796115875
1,10,0.6380228400230408,0.5761906504631042,-0.08291414380073547
1,11,0.6081349849700928,0.6256197690963745,-0.09392204135656357
1,12,0.5941339135169983,0.6597223877906799,-0.09211011230945587
1,13,0.6924708485603333,0.6247085928916931,-0.04521165415644646
1,14,0.6468374729156494,0.6386107802391052,-0.0814770758152008
1,15,0.6173524260520935,0.6830067038536072,-0.07307396829128265
1,16,0.6051968336105347,0.7084473371505737,-0.058322250843048096
1,17,0.7120302319526672,0.6698243021965027,-0.05508943274617195
1,18,0.6711710691452026,0.678722083568573,-0.0761033222079277
1,19,0.643517017364502,0.7060369849205017,-0.06828074902296066
1,20,0.6310385465621948,0.721413254737854,-0.0555817149579525
1,0,0.6104709506034851,0.780460774898529,-1.6767479849022493e-07
1,1,0.5774511694908142,0.737238883972168,-0.02139117754995823
1,2,0.5542516112327576,0.6781525611877441,-0.04153408482670784
1,3,0.563087522983551,0.6383929252624512,-0.06357655674219131
1,4,0.595026433467865,0.6243479251861572,-0.08505624532699585
1,5,0.6258156895637512,0.5614370703697205,-0.03349170461297035
1,6,0.6572726964950562,0.47059696912765503,-0.06309905648231506
1,7,0.6823781132698059,0.41911858320236206,-0.08152693510055542
1,8,0.7040258646011353,0.3779115676879883,-0.09430234134197235
1,9,0.6653822660446167,0.5871446132659912,-0.03866292163729668
1,10,0.6361474990844727,0.5757209062576294,-0.08392277359962463
1,11,0.6055216193199158,0.6271283030509949,-0.09473635256290436
1,12,0.5912737846374512,0.6636583209037781,-0.09257775545120239
1,13,0.6924178600311279,0.6251270174980164,-0.04621165618300438
1,14,0.6447272300720215,0.6381910443305969,-0.08357274532318115
1,15,0.6149419546127319,0.6850693821907043,-0.07534734904766083
1,16,0.6023544073104858,0.7135655879974365,-0.060366250574588776
1,17,0.712139368057251,0.6696192622184753,-0.05652758479118347
1,18,0.6698024868965149,0.676409900188446,-0.07828126847743988
1,19,0.6420956254005432,0.7054120898246765,-0.07072211802005768
1,20,0.6296621561050415,0.722711443901062,-0.058141984045505524
1,0,0.6095635890960693,0.7796054482460022,-1.524374084738156e-07
1,1,0.5769392251968384,0.7377349138259888,-0.023164905607700348
1,2,0.553795576095581,0.678148090839386,-0.044153038412332535
1,3,0.5633360743522644,0.6381210088729858,-0.0665934756398201
1,4,0.596794843673706,0.6276628375053406,-0.08836057782173157
1,5,0.6253675222396851,0.5599030256271362,-0.03561849147081375
1,6,0.6568253636360168,0.469241201877594,-0.06557575613260269
1,7,0.6817083358764648,0.417924165725708,-0.08433273434638977
1,8,0.7030173540115356,0.3766743540763855,-0.09747239947319031
1,9,0.6660425066947937,0.5862061977386475,-0.04005241394042969
1,10,0.6362732648849487,0.5761416554450989,-0.08584592491388321
1,11,0.6044646501541138,0.6275890469551086,-0.09684332460165024
1,12,0.5897617340087891,0.6633766889572144,-0.09468520432710648
1,13,0.6930220723152161,0.6259220242500305,-0.04687280207872391
1,14,0.6451346278190613,0.640245258808136,-0.08437234908342361
1,15,0.6134639978408813,0.6863311529159546,-0.07594192028045654
1,16,0.5997676849365234,0.7135695219039917,-0.060705482959747314
1,17,0.7117312550544739,0.6721014976501465,-0.05663198232650757
1,18,0.6703240275382996,0.6806449890136719,-0.07863372564315796
1,19,0.642374575138092,0.7084689140319824,-0.07106253504753113
1,20,0.6298320293426514,0.7244462966918945,-0.05831362307071686
1,0,0.6081126928329468,0.7806957960128784,-1.6491638632487593e-07
1,1,0.5758535861968994,0.7374682426452637,-0.02340291067957878
1,2,0.5532214045524597,0.6782885789871216,-0.04459032043814659
1,3,0.5620602369308472,0.6373319029808044,-0.06724383682012558
1,4,0.5962116718292236,0.6266858577728271,-0.08923757821321487
1,5,0.6247638463973999,0.5609903335571289,-0.035801492631435394
1,6,0.6556485891342163,0.47047853469848633,-0.06629447638988495
1,7,0.6804957389831543,0.4188271164894104,-0.0856630951166153
1,8,0.7021209597587585,0.37769773602485657,-0.09912605583667755
1,9,0.6651462316513062,0.5871464610099792,-0.04005521908402443
1,10,0.6349941492080688,0.5783004760742188,-0.08595555275678635
1,11,0.6039422154426575,0.6305204629898071,-0.09677214920520782
1,12,0.5893068313598633,0.668062686920166,-0.09454848617315292
1,13,0.6921566724777222,0.6268351078033447,-0.046822965145111084
1,14,0.6458525061607361,0.6403675675392151,-0.08422814309597015
1,15,0.6147549152374268,0.6863803863525391,-0.0755193904042244
1,16,0.6005900502204895,0.7151089906692505,-0.060149405151605606
1,17,0.71123868227005,0.673262357711792,-0.05661449208855629
1,18,0.671942949295044,0.681863009929657,-0.07846171408891678
1,19,0.6437776684761047,0.7097611427307129,-0.07071947306394577
1,20,0.6303063631057739,0.7269843816757202,-0.05785943567752838
1,0,0.6087906956672668,0.7816386222839355,-1.7437821497878758e-07
1,1,0.5761066675186157,0.7390168905258179,-0.022900981828570366
1,2,0.5527774691581726,0.6798471212387085,-0.043779220432043076
1,3,0.5607579946517944,0.6397515535354614,-0.06623264402151108
1,4,0.5936199426651001,0.6276233196258545,-0.0880315974354744
1,5,0.623794436454773,0.5619280338287354,-0.035211775451898575
1,6,0.6553065776824951,0.47060728073120117,-0.0654127448797226
1,7,0.6802827715873718,0.4190008044242859,-0.08427480608224869
1,8,0.7019645571708679,0.37742823362350464,-0.09741876274347305
1,9,0.6642703413963318,0.5880199074745178,-0.03967105224728584
1,10,0.6326999068260193,0.5780403017997742,-0.08553630113601685
1,11,0.6013861894607544,0.6325334906578064,-0.09586359560489655
1,12,0.5876025557518005,0.6704311370849609,-0.09338129311800003
1,13,0.6914393901824951,0.6270037293434143,-0.04665544629096985
1,14,0.6439271569252014,0.6390014886856079,-0.08425043523311615
1,15,0.6125787496566772,0.6862854361534119,-0.07517977803945541
1,16,0.5986902713775635,0.7149211764335632,-0.05965154618024826
